"CODE ","REGROUPEMENTS ORUMIPS",,,,,,,,,,,
"CIM10","Code Type Urgences","Libéllé Type Urgences","Code Discipline / Topographie","Libellé Discipline / Topographie","Code Type Pathologie","Libéllé Type de Pathologie",,,,,,
"C679","MED-CHIR","Médico-chirurgical","UROGEN","Douleurs pelviennes"," pathologies uro-génitales","UROGEN12","autre affection uro-génitale",,,,,
"C680","MED-CHIR","Médico-chirurgical","UROGEN","Douleurs pelviennes"," pathologies uro-génitales","UROGEN12","autre affection uro-génitale",,,,,
"C689","MED-CHIR","Médico-chirurgical","UROGEN","Douleurs pelviennes"," pathologies uro-génitales","UROGEN12","autre affection uro-génitale",,,,,
"C699","MED-CHIR","Médico-chirurgical","ORLOS","ORL"," ophtalmo"," stomato et carrefour aéro-digestif","ORLOS03","Douleur oculaire"," conjonctivites"," autre ophtalmo",,
"C719","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO03","Comas"," tumeurs"," encéphalopathies et autre atteinte du SNC",,,
"C720","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO03","Comas"," tumeurs"," encéphalopathies et autre atteinte du SNC",,,
"C729","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO03","Comas"," tumeurs"," encéphalopathies et autre atteinte du SNC",,,
"C73","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"C749","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"C780","MED-CHIR","Médico-chirurgical","PNEUMO","Dyspnées"," pathologies des voies aériennes inférieures","PNEUMO11","autre atteinte des voies aériennes inférieures",,,,,
"C786","MED-CHIR","Médico-chirurgical","DIGESTIF","Douleurs abdominales"," pathologies digestives","DIGEST15","autres pathologies digestives et alimentaires",,,,,
"C787","MED-CHIR","Médico-chirurgical","DIGESTIF","Douleurs abdominales"," pathologies digestives","DIGEST02","Ascite"," ictère et hépatopathie",,,,
"C793","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO03","Comas"," tumeurs"," encéphalopathies et autre atteinte du SNC",,,
"C795","MED-CHIR","Médico-chirurgical","RHUMATO","Douleurs de membre"," rhumatologie"," orthopédie"," SNP","RHUMATO07","autre rhumato et syst nerveux périphérique",,,
"C800","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"C819","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"C839","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"C900","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"C910","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"C911","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"C920","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"C921","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"C950","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"C951","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"C959","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D075","MED-CHIR","Médico-chirurgical","UROGEN","Douleurs pelviennes"," pathologies uro-génitales","UROGEN03","Douleur testiculaire et autre andrologie",,,,,
"D259","MED-CHIR","Médico-chirurgical","UROGEN","Douleurs pelviennes"," pathologies uro-génitales","UROGEN11","Vulvo-vaginites"," salpingites et autre gynécologie",,,,
"D291","MED-CHIR","Médico-chirurgical","UROGEN","Douleurs pelviennes"," pathologies uro-génitales","UROGEN03","Douleur testiculaire et autre andrologie",,,,,
"D329","MED-CHIR","Médico-chirurgical","NEURO","Céphalées"," pathologies neurologiques hors SNP","NEURO03","Comas"," tumeurs"," encéphalopathies et autre atteinte du SNC",,,
"D45","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D464","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D500","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D509","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D519","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D529","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D530","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D539","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D563","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D569","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D570","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D571","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D590","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D591","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D593","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D599","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D611","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D619","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D62","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D630","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D638","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D649","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D65","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D66","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D67","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D680","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D683","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D688","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D689","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D690","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D692","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D693","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D696","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D70","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D728","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D731","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"D899","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX02","Anémie"," aplasie"," autre atteinte hématologique",,,,
"E035","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E039","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E055","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E059","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E079","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E100","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E101","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E102","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E103","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E104","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E105","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E109","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E1100","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E1108","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E1110","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E1118","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E1120","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E1128","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E1130","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E1138","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E114","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E1148","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E1150","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E1158","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E1190","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E1198","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E140","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E141","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E149","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E160","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E162","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E232","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX04","Diabète et troubles de la glycémie",,,,,,
"E272","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E274","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E41","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E43","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E440","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E441","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E46","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E6690","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E6691","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E6692","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E6699","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E739","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
"E780","MED-CHIR","Médico-chirurgical","GAUX","Signes généraux et autres pathologies","GAUX06","autres pathologies et signes généraux",,,,,,
